#MGI Accession ID	Chr	cM Position	genome coordinate start	genome coordinate end	strand	Marker Symbol	Status	Marker Name	Marker Type	Feature Type	Marker Synonyms (pipe-separated)
MGI:1915571	0610007P14Rik	RIKEN cDNA 0610007P14 gene	ORF11
MGI:1344367	Grem2	gremlin 2, DAN family BMP antagonist	Prdc
MGI:2182540	Grhl1	grainyhead-like 1 (Drosophila)	LBP-32|p70 MGR|p61 MGR|Tcfcp2l2
MGI:2182543	Grhl2	grainyhead-like 2 (Drosophila)	grainyheadlike|BOM|Tcfcp2l3|0610015A08Rik|clft3
MGI:2655333	Grhl3	grainyhead-like 3 (Drosophila)	Som|ct|Get1
MGI:1923488	Grhpr	glyoxylate reductase/hydroxypyruvate reductase	6430629L09Rik|1110059D05Rik
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	Glur1|GluRA|Glur-1|GluR1|2900051M01Rik|Glr1|GluR-A|HIPA1|GluA1|Glr-1
MGI:95809	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	Glur-2|GluA2|GluR-B|GluR2|Glur2
MGI:95810	Gria3	glutamate receptor, ionotropic, AMPA3 (alpha 3)	2900064I19Rik|GluR3|Gluralpha3|Glur3|Glur-3
MGI:95811	Gria4	glutamate receptor, ionotropic, AMPA4 (alpha 4)	Gluralpha4|Glur4|Glur-4|spkw1
MGI:95812	Grid1	glutamate receptor, ionotropic, delta 1	GluRdelta1
MGI:95813	Grid2	glutamate receptor, ionotropic, delta 2	GluRdelta2|B230104L07Rik|tpr
MGI:2176213	Grid2ip	glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1	delphilin
MGI:1925248	Grifin	galectin-related inter-fiber protein	E130101O17Rik
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	D16Ium24|Glur-5|D16Ium24e|Glurbeta1|A830007B11Rik|Glur5|GluK5
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	Glur-6|Glur6|Glurbeta2
MGI:95816	Grik3	glutamate receptor, ionotropic, kainate 3	Glur-7|Glur7
MGI:95817	Grik4	glutamate receptor, ionotropic, kainate 4	KA1|6330551K01Rik|KA-1|GluRgamma1
MGI:95818	Grik5	glutamate receptor, ionotropic, kainate 5 (gamma 2)	GluRgamma2|KA2
MGI:95819	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	NR1|Nmdar|Rgsc174|NMDAR1|GluRzeta1|M100174
MGI:2443867	Grin1os	glutamate receptor, ionotropic, NMDA1 (zeta 1), opposite strand	E130003G02Rik
MGI:95820	Grin2a	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	NR2A|NMDAR2A|GluN2A|GluRepsilon1
MGI:95821	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	GluN2B|Nmdar2b|GluRepsilon2|NMDAR2B|NR2B
MGI:95822	Grin2c	glutamate receptor, ionotropic, NMDA2C (epsilon 3)	GluRepsilon3|NR2C|NMDAR2C
MGI:95823	Grin2d	glutamate receptor, ionotropic, NMDA2D (epsilon 4)	GluN2D|NR2D|NMDAR2D|GluRepsilon4
MGI:1933206	Grin3a	glutamate receptor ionotropic, NMDA3A	NR3A|A830097C19Rik|NMDAR-L
MGI:2150393	Grin3b	glutamate receptor, ionotropic, NMDA3B	NR3B
MGI:1913418	Grina	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	Tmbim3|1110025J15Rik
MGI:1921303	Grip1	glutamate receptor interacting protein 1	4931400F03Rik|eb
MGI:1922226	Grip1os1	glutamate receptor interacting protein 1, opposite strand 1	4930483C13Rik|4930404E01Rik
MGI:1922571	Grip1os2	glutamate receptor interacting protein 1, opposite strand 2	4930564G21Rik
MGI:3826561	Grip1os3	glutamate receptor interacting protein 1, opposite strand 3	Gm16320
MGI:1859616	Gripap1	GRIP1 associated protein 1	GRASP-1|DXImx47e|Sfc10
MGI:1345146	Grk1	G protein-coupled receptor kinase 1	Rhok|RK
MGI:87940	Grk2	G protein-coupled receptor kinase 2	beta-AR kinase-1|Adrbk-1|Bark-1|Adrbk1|beta ARK1|beta ARK|betaARK1|beta-adrenergic receptor kinase-1
MGI:87941	Grk3	G protein-coupled receptor kinase 3	Adrbk-2|4833444A01Rik|beta ARK2|Bark-2|Adrbk2
MGI:95801	Grk4	G protein-coupled receptor kinase 4	A830025H08Rik|Gprk2l
MGI:109161	Grk5	G protein-coupled receptor kinase 5	Gprk5
MGI:1347078	Grk6	G protein-coupled receptor kinase 6	Gprk6
MGI:1351338	Grm1	glutamate receptor, metabotropic 1	rcw|Grm1|mGluR1|Gprc1a|4930455H15Rik|nmf373
MGI:1351339	Grm2	glutamate receptor, metabotropic 2	Gprc1b|mGluR2|4930441L02Rik
MGI:1351340	Grm3	glutamate receptor, metabotropic 3	Gprc1c|mGluR3|0710001G23Rik|mGlu3
MGI:1351341	Grm4	glutamate receptor, metabotropic 4	Gprc1d|mGluR4
MGI:1351342	Grm5	glutamate receptor, metabotropic 5	mGluR5|Glu5R|Gprc1e|6430542K11Rik
MGI:1351343	Grm6	glutamate receptor, metabotropic 6	nerg1|mGluR6|nob3
MGI:1351344	Grm7	glutamate receptor, metabotropic 7	E130018M02Rik|SMN2|mGluR7|Tg(SMN2)89Ahmb|6330570A01Rik|mGlu7a receptor|Gpr1g
MGI:1351345	Grm8	glutamate receptor, metabotropic 8	Gprc1h|mGluR8
MGI:95832	Grn	granulin	epithelin|progranulin|PC cell-derived growth factor|acrogranulin|Pgrn
MGI:2671377	gro	growth/size 1	gro1
MGI:2671399	gro10	growth/size 10	Small 10
MGI:2671400	gro14	growth/size 14	Small 14
MGI:2671404	gro17	growth/size 17	Small 17
MGI:2671391	gro2	growth/size 2	Small 2
MGI:2671405	gro20	growth/size 20	Small 20
MGI:2671406	gro21	growth/size 21	Small 21
MGI:2671407	gro24	growth/size 24	Small 24
MGI:2671408	gro25	growth/size 25	Small 25
MGI:2671409	gro26	growth/size 26	Small 26
MGI:2671410	gro27	growth/size 27	Small 27
MGI:2671411	gro28	growth/size 28	Small 28
MGI:2671413	gro29	growth/size 29	Small 29
MGI:2671414	gro30	growth/size 30	Small 30
MGI:2671416	gro31	growth/size 31	Small 31
MGI:2671417	gro32	growth/size 32	Small 32
MGI:2671419	gro33	growth/size 33	Small 33
MGI:2671421	gro34	growth/size 34	Small 34
MGI:2671422	gro35	growth/size 35	Small 35
MGI:2671423	gro36	growth/size 36	Small 36
MGI:2671424	gro37	growth/size 37	Small 37
MGI:2671427	gro38	growth/size 38	Small 38
MGI:2671428	gro39	growth/size 39	Small 39
MGI:2671394	gro4	growth/size 4	Small 4
MGI:2671430	gro43	growth/size 43	Small 43
MGI:2671431	gro44	growth/size 44	Small 44
MGI:2671432	gro45	growth/size 45	Doughboy
MGI:2671433	gro46	growth/size 46	Small/hyper1
MGI:2671434	gro47	growth/size 47	Small/hyper2
MGI:2671435	gro48	growth/size 48	Small/hyper6
MGI:2671436	gro49	growth/size 49	Small/hyper7
MGI:2671437	gro50	growth/size 50	Small/hyper8
MGI:3033896	gro52	growth/size 52	gro<m52Jus>
MGI:3033898	gro53	growth/size 53	gro<m53Jus>
MGI:3033899	gro54	growth/size 54	gro<m54Jus>
MGI:3033900	gro55	growth/size 55	gro<m55Jus>
MGI:3033901	gro56	growth/size 56	gro<m56Jus>
MGI:3033902	gro57	growth/size 57	gro<m57Jus>
MGI:3033903	gro58	growth/size 58	gro<m58Jus>
MGI:3033904	gro59	growth/size 59	gro<m59Jus>
MGI:2671396	gro6	growth/size 6	Small 6
MGI:3033905	gro60	growth/size 60	gro<m60Jus>
MGI:3033906	gro61	growth/size 61	gro<m61Jus>
MGI:3033907	gro62	growth/size 62	gro<m62Jus>
MGI:3033908	gro63	growth/size 63	gro<m63Jus>
MGI:3038379	gro64	growth/size 64	gro<m64Jus>
MGI:3038380	gro65	growth/size 65	gro<m65Jus>
MGI:3038381	gro66	growth/size 66	gro<m66Jus>
MGI:3041807	gro67	growth/size 67	gro<m67Jus>
MGI:3041810	gro68	growth/size 68	gro<m68Jus>
MGI:3041812	gro69	growth/size 69	gro<m69Jus>
MGI:2671397	gro7	growth/size 7	Small 7
MGI:3041814	gro70	growth/size 70	gro<m70Jus>
MGI:3043645	gro71	growth/size 71	gro<m71Jus>
MGI:3043646	gro72	growth/size 72	gro<m72Jus>
MGI:3043647	gro73	growth/size 73	gro<m73Jus>
MGI:3043648	gro74	growth/size 74	gro<m74Jus>
MGI:3043649	gro75	growth/size 75	gro<m75Jus>
MGI:3046703	gro76	growth/size 76	gro<m76Jus>
MGI:3046706	gro77	growth/size 77	gro<m77Jus>
MGI:3046709	gro78	growth/size 78	gro<m78Jus>
MGI:3046712	gro79	growth/size 79	gro<m79Jus>
MGI:3046715	gro80	growth/size 80	gro<m80Jus>
MGI:3046718	gro81	growth/size 81	gro<m81Jus>
MGI:3046721	gro82	growth/size 82	gro<m82Jus>
MGI:3046724	gro83	growth/size 83	gro<m83Jus>
MGI:3046727	gro84	growth/size 84	gro<m84Jus>
MGI:3046730	gro85	growth/size 85	gro<m85Jus>
MGI:3577421	gro86	growth/size 86	gro<m86Jus>
MGI:3577423	gro87	growth/size 87	gro<m87Jus>
MGI:3577425	gro88	growth/size 88	gro<m88Jus>
MGI:3577427	gro89	growth/size 89	gro<m89Jus>
MGI:3577429	gro90	growth/size 90	gro<m90Jus>
MGI:3577431	gro91	growth/size 91	gro<m91Jus>
MGI:3577433	gro92	growth/size 92	gro<m92Jus>
MGI:3577435	gro93	growth/size 93	gro<m93Jus>
MGI:3577437	gro94	growth/size 94	gro<m94Jus>
MGI:95833	Grp	gastrin releasing peptide	BLP
MGI:1334417	Grpel1	GrpE-like 1, mitochondrial	mt-GrpE#1
MGI:1334416	Grpel2	GrpE-like 2, mitochondrial	mt-GrpE#2
MGI:95836	Grpr	gastrin releasing peptide receptor	GRP-R|bombesin receptor
MGI:1919940	Grrp1	glycine/arginine rich protein 1	2810043G13Rik
MGI:106479	Grsf1	G-rich RNA sequence binding factor 1	D5Wsu31e
MGI:1914040	Grtp1	GH regulated TBC protein 1	Tbc1d6|5430401C05Rik
MGI:3052078	Grv	granule cell layer volume	GrV6a
MGI:2141989	Grwd1	glutamate-rich WD repeat containing 1	WDR28
MGI:3577767	Grxcr1	glutaredoxin, cysteine rich 1	pi|tde
MGI:2685697	Grxcr2	glutaredoxin, cysteine rich 2	LOC332309
MGI:2442259	Gsap	gamma-secretase activating protein	A530088I07Rik|Pion
MGI:95841	Gsc	goosecoid homeobox	goosecoid
MGI:892006	Gsc2	goosecoid homebox 2	Gscl|4930568H22Rik
MGI:1889509	Gsdma	gasdermin A	H312E|Gsdm1|Gsdm|Gsdma1
MGI:1921490	Gsdma2	gasdermin A2	Gsdml2|2210411P14Rik|2200001G21Rik|2210006M16Rik|Gsdm2|2210009F20Rik
MGI:3044668	Gsdma3	gasdermin A3	Bsk|Gsdm1l|Gsdm3|Fgn|Dfl|Rco2|Rim3
MGI:1933176	Gsdmc	gasdermin C	Mlze|Gsdmc1
MGI:3580656	Gsdmc3	gasdermin C3	9930109F21Rik
MGI:1921798	Gsdmc4	gasdermin C4	9030605I04Rik
MGI:1921486	Gsdmcl1	gasdermin C-like 1	Gsdmdc2|1700022L20Rik
MGI:1925409	Gsdmcl2	gasdermin C-like 2	4930453O09Rik|Gm7779|4921501E01Rik
MGI:1916396	Gsdmd	gasdermin D	Dfna5l|M2-4|1810036L03Rik|DF5L|Gsdmdc1
MGI:2682772	Gsfwnw	gsf white nose and whiskers	Und1|Undefined 1
MGI:2682776	Gsfwt	gsf white tail	UND2|Undefined 2
MGI:2685483	Gsg1l	GSG1-like	G630023A01Rik|C230098I05Rik
MGI:3650209	Gsg1l2	GSG1-like 2	Gm12302
MGI:1194498	Gsg2	germ cell associated 2, haspin	Haspin
MGI:95844	Gsh3	genomic screened homeobox 3	Gsh-3
MGI:95845	Gsh5	genomic screened homeobox 5	Gsh-5
MGI:2152453	Gsk3a	glycogen synthase kinase 3 alpha	2700086H06Rik
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	GSK-3beta|7330414F15Rik|8430431H08Rik|GSK3|GSK-3
MGI:1914037	Gskip	GSK3B interacting protein	4933433P14Rik
MGI:1316728	Gspt1	G1 to S phase transition 1	Gst-1|G1st|Gst-1
MGI:95804	Gsr	glutathione reductase	Gr-1|D8Ertd238e|Gr1
MGI:95852	Gss	glutathione synthetase	GS-A/GS-B
MGI:1915623	Gssos1	glutathione synthase, opposite strand 1	0610038P03Rik
MGI:3702171	Gssos2	glutathione synthase, opposite strand 2	Gm14256
MGI:95857	Gsta	glutathione S-transferase cluster	GSTs
MGI:1095417	Gsta1	glutathione S-transferase, alpha 1 (Ya)	Gst2-1
MGI:95863	Gsta2	glutathione S-transferase, alpha 2 (Yc2)	Gst2-2|Gstc2|Gstc-2
MGI:95856	Gsta3	glutathione S-transferase, alpha 3	Gst2-3
MGI:1309515	Gsta4	glutathione S-transferase, alpha 4	mGsta4|GST 5.7
MGI:1914803	Gstcd	glutathione S-transferase, C-terminal domain containing	4933434L15Rik
MGI:1923513	Gstk1	glutathione S-transferase kappa 1	0610025I19Rik|DsbA-L
MGI:95860	Gstm1	glutathione S-transferase, mu 1	Gstb-1|Gstb1
MGI:95861	Gstm2	glutathione S-transferase, mu 2	Gstb-2|Gstb2
MGI:106026	Gstm3	glutathione S-transferase, mu 3	mGSTM5|Fsc2
MGI:95862	Gstm4	glutathione S-transferase, mu 4	1110004G14Rik|Gstb4|Gstb-4
MGI:1915562	Gstm7	glutathione S-transferase, mu 7	Cd203c|0610005A07Rik
MGI:1342273	Gsto1	glutathione S-transferase omega 1	GSTX|p28
MGI:1915464	Gsto2	glutathione S-transferase omega 2	4930425C18Rik|1700020F09Rik
MGI:95865	Gstp1	glutathione S-transferase, pi 1	GstpiB|Gst p-1
MGI:95864	Gstp2	glutathione S-transferase, pi 2	Gst p-2|Gst-3|Gst3|GSTpiA
MGI:2385078	Gstp3	glutathione S-transferase pi 3	BC021614
MGI:3782108	Gstp-ps	glutathione S-transferase, pi, pseudogene	Gm3934|Gm37208
MGI:107379	Gstt1	glutathione S-transferase, theta 1	Gstt1-1
MGI:106188	Gstt2	glutathione S-transferase, theta 2	Yrs|mGSTT2
MGI:1923136	Gstt4	glutathione S-transferase, theta 4	4930583C14Rik
MGI:1341859	Gstz1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	maleylacetoacetate isomerase
MGI:95842	Gsx1	GS homeobox 1	Gsh1|Gsh-1
MGI:95843	Gsx2	GS homeobox 2	Gsh-2|Gsh2
MGI:2444269	Gtdc1	glycosyltransferase-like domain containing 1	E330008O22Rik
MGI:1933277	Gtf2a1	general transcription factor II A, 1	Tfiia1|37kDa|19kDa|TfIIAa/b|6330549H03Rik
MGI:1919078	Gtf2a1l	general transcription factor IIA, 1-like	Alf|Gtf2a1lf|1700011N16Rik
MGI:1933289	Gtf2a2	general transcription factor II A, 2	TfIIg|12kDa|Tfiia2
MGI:1921447	Gtf2e1	general transcription factor II E, polypeptide 1 (alpha subunit)	TFIIE-A|FE|2610024P03Rik|56kDa
MGI:1915403	Gtf2e2	general transcription factor II E, polypeptide 2 (beta subunit)	34kDa|C330006J08Rik
MGI:1923848	Gtf2f1	general transcription factor IIF, polypeptide 1	2810405L04Rik
MGI:1915955	Gtf2f2	general transcription factor IIF, polypeptide 2	1110031C13Rik
MGI:1277216	Gtf2h1	general transcription factor II H, polypeptide 1	p62|62kDa
MGI:1345669	Gtf2h2	general transcription factor II H, polypeptide 2	p44|44kDa|basal transcription factor 2, p44 subunit|Btf2p44
MGI:1277143	Gtf2h3	general transcription factor IIH, polypeptide 3	5033417D07Rik|BTF2|D5Ertd679e|34kDa
MGI:1338799	Gtf2h4	general transcription factor II H, polypeptide 4	p52
MGI:107227	Gtf2h5	general transcription factor IIH, polypeptide 5	D17Wsu155e|2810432H05Rik|2700017P07Rik
MGI:1202722	Gtf2i	general transcription factor II I	6030441I21Rik|TFII-I|BAP-135
MGI:1861942	Gtf2ird1	general transcription factor II I repeat domain-containing 1	Alb/c-myc line 166.8|Tg(Alb1-Myc)166.8Sst|ESTM9|WBSCR11|Alb-c-myc line 166.8|c-myc line 166.8|Cream1|GTF3|MusTRD1|binding factor for early enhancer|BEN
MGI:2149780	Gtf2ird2	GTF2I repeat domain containing 2	1700012P16Rik
MGI:1913846	Gtf3a	general transcription factor III A	2010015D03Rik|2610111I01Rik|5330403M05Rik
MGI:1919002	Gtf3c2	general transcription factor IIIC, polypeptide 2, beta	TFIIIC-BETA|2610510G03Rik|TFIIIC110|1300004C11Rik
MGI:2138937	Gtf3c4	general transcription factor IIIC, polypeptide 4	KAT12
MGI:1917489	Gtf3c5	general transcription factor IIIC, polypeptide 5	TFiiiC2-63|2700084A09Rik|TFIIICepsilon|TFIIIC63
MGI:1914621	Gtf3c6	general transcription factor IIIC, polypeptide 6, alpha	2410016F19Rik
MGI:1274792	Gtig1	gene trap integration gene 1	R108
MGI:109443	Gtpbp1	GTP binding protein 1	GP-1|GTPBP1
MGI:2385599	Gtpbp10	GTP-binding protein 10 (putative)	4930545J22Rik
MGI:1860138	Gtpbp2	GTP binding protein 2	nmf205
MGI:1917609	Gtpbp3	GTP binding protein 3	2410009F13Rik|Gtpbp3
MGI:1916487	Gtpbp4	GTP binding protein 4	Nog1|2610028C09Rik|Crfg
MGI:5521100	Gtpbp4-ps1	GTP binding protein 4, pseudogene 1	Gm27257
MGI:5521099	Gtpbp4-ps2	GTP binding protein 4, pseudogene 2	Gm27256
MGI:5521093	Gtpbp4-ps3	GTP binding protein 4, pseudogene 3	Gm27250
MGI:5521103	Gtpbp4-ps4	GTP binding protein 4, pseudogene 4	Gm27260
MGI:5520997	Gtpbp4-ps5	GTP binding protein 4, pseudogene 5	Gm27154
MGI:1306825	Gtpbp6	GTP binding protein 6 (putative)	Pgbpll|pgpl
MGI:1913317	Gtpbp8	GTP-binding protein 8 (putative)	0610037H22Rik
MGI:3629721	Gt(pU21)103Imeg	gene trap 103, Institute of Molecular Embryology and Genetics	GtAyu21-103|Gt(Ayu21)103Imeg
MGI:3629769	Gt(pU21)105Imeg	gene trap 105, Institute of Molecular Embryology and Genetics	GtAyu21-105|Gt(Ayu21)105Imeg
MGI:3629729	Gt(pU21)107Imeg	gene trap 107, Institute of Molecular Embryology and Genetics	Gt(Ayu21)107Imeg|GtAyu21-107
MGI:3629711	Gt(pU21)108Imeg	gene trap 108, Institute of Molecular Embryology and Genetics	Gt(Ayu21)108Imeg|GtAyu21-108
MGI:3629765	Gt(pU21)111Imeg	gene trap 111, Institute of Molecular Embryology and Genetics	Gt(Ayu21)111Imeg|GtAyu21-111
MGI:3629726	Gt(pU21)115Imeg	gene trap 115, Institute of Molecular Embryology and Genetics	GtAyu21-115|Gt(Ayu21)115Imeg
MGI:3629687	Gt(pU21)11Imeg	gene trap 11, Institute of Molecular Embryology and Genetics	GtAyu21-11|Gt(Ayu21)11Imeg
MGI:3629774	Gt(pU21)129Imeg	gene trap 129, Institute of Molecular Embryology and Genetics	GtAyu21-129|Gt(Ayu21)129Imeg
MGI:3629706	Gt(pU21)138Imeg	gene trap 138, Institute of Molecular Embryology and Genetics	Gt(Ayu21)138Imeg|GtAyu21-138
MGI:3629719	Gt(pU21)140Imeg	gene trap 140, Institute of Molecular Embryology and Genetics	Gt(Ayu21)140Imeg|GtAyu21-140
MGI:3629692	Gt(pU21)27Imeg	gene trap 27, Institute of Molecular Embryology and Genetics	Gt(Ayu21)27Imeg|GtAyu21-27
MGI:3629723	Gt(pU21)39Imeg	gene trap 39, Institute of Molecular Embryology and Genetics	Gt(Ayu21)39Imeg|GtAyu21-39
MGI:3629755	Gt(pU21)40Imeg	gene trap 40, Institute of Molecular Embryology and Genetics	GtAyu21-40|Gt(Ayu21)40Imeg
MGI:3629696	Gt(pU21)50Imeg	gene trap 50, Institute of Molecular Embryology and Genetics	Gt(Ayu21)50Imeg|GtAyu21-50
MGI:3629718	Gt(pU21)51Imeg	gene trap 51, Institute of Molecular Embryology and Genetics	Gt(Ayu21)51Imeg|GtAyu21-51
MGI:3629694	Gt(pU21)77Imeg	gene trap 77, Institute of Molecular Embryology and Genetics	Gt(Ayu21)77Imeg|GtAyu21-77
MGI:3639327	Gt(pU21)8Imeg	gene trap 8, Institute of Molecular Embryology and Genetics	Gt(Ayu21)8Imeg|GtAyu21-8
MGI:3629776	Gt(pU21B)113Imeg	gene trap 113, Institute of Molecular Embryology and Genetics	Gt(Ayu21)B113Imeg|GtAyu21-B113
MGI:104735	Gt(ROSA)26Sor	gene trap ROSA 26, Philippe Soriano	R26|ROSA26|Thumpd3as1|beta geo|Gtrosa26|Gtrgeo26
MGI:1352755	Gtse1	G two S phase expressed protein 1	B99|Gtse-1
MGI:1921424	Gtsf1	gametocyte specific factor 1	1700006H03Rik|Cue110
MGI:1915486	Gtsf1l	gametocyte specific factor 1-like	2410116G06Rik
MGI:102770	Guca1a	guanylate cyclase activator 1a (retina)	mGCAP1|Guca1
MGI:1194489	Guca1b	guanylate cyclase activator 1B	GCAP2 (retina)|GCAP2
MGI:102738	Guca2a	guanylate cyclase activator 2a (guanylin)	Guca2
MGI:1270851	Guca2b	guanylate cyclase activator 2b (retina)	Gcap2|uroguanylin
MGI:1916028	Gucd1	guanylyl cyclase domain containing 1	1110038D17Rik
MGI:2660877	Gucy1a2	guanylate cyclase 1, soluble, alpha 2	A230060L24Rik|6330407I18Rik
MGI:1926562	Gucy1a3	guanylate cyclase 1, soluble, alpha 3	sGC-alpha1|1200016O07Rik|alpha 1 sGC
MGI:1860604	Gucy1b3	guanylate cyclase 1, soluble, beta 3	beta 1 sGC
MGI:106903	Gucy2c	guanylate cyclase 2c	GC-C
MGI:106030	Gucy2d	guanylate cyclase 2d	guanylyl cyclase D
MGI:105123	Gucy2e	guanylate cyclase 2e	ROS-GC1|GC-E|GC1
MGI:105119	Gucy2f	guanylate cyclase 2f	GC-F|GC2
MGI:106025	Gucy2g	guanylate cyclase 2g	2410077I05Rik|GC-G
MGI:1353434	Gulo	gulonolactone (L-) oxidase	sfx|L-gulono-gamma-lactone oxidase
MGI:1920407	Gulp1	GULP, engulfment adaptor PTB domain containing 1	3110030A04Rik|GULP|CED-6|Ced6|5730529O06Rik
MGI:95872	Gusb	glucuronidase, beta	Gus-s|Gus-r|Gus-u|Gut|Gus|asd|g|adipose storage deficiency|Gur|Gus-t
MGI:1932465	Gusr	gutter shaped root	GSR
MGI:95877	Gv1	Gross virus antigen 1	Gv-1
MGI:95878	Gv2	Gross virus antigen 2	Gv-2
MGI:3852048	Gvhd6	graft-versus host disease 6	Gvh1
MGI:1921808	Gvin1	GTPase, very large interferon inducible 1	VLIG-1|VLIG|9830104F22Rik|9130002C22Rik|Iigs1
MGI:2684933	Gxylt1	glucoside xylosyltransferase 1	LOC223827|LOC382997|Glt8d3
MGI:2682940	Gxylt2	glucoside xylosyltransferase 2	LOC232313|Glt8d4
MGI:891990	Gykl1	glycerol kinase-like 1	Gk-rs1
MGI:95880	Gypa	glycophorin A	CD235a|GPA
MGI:1098566	Gypc	glycophorin C	Gerbich antigen|0610037F22Rik|Cd236r
MGI:101805	Gys1	glycogen synthase 1, muscle	MGS|Gys3
MGI:2385254	Gys2	glycogen synthase 2	glycogen synthase, liver|LGS
MGI:1921783	Gzf1	GDNF-inducible zinc finger protein 1	8430437G08Rik|Zfp336
MGI:109266	Gzma	granzyme A	TSP-1|Ctla3|Hf|Hanukah factor|SE1|BLT esterase|Ctla-3|serine esterase 1|TSP1|H factor
MGI:109267	Gzmb	granzyme B	CCP1|Ctla-1|Ctla1|CCP-1/C11|GZB
MGI:109256	Gzmc	granzyme C	CCP2|Ctla5|Ctla-5
MGI:109255	Gzmd	granzyme D	Ctla5|CCP5|Ctla-5
MGI:109265	Gzme	granzyme E	Ctla6|CCP3|Ctla-6|MCSP-2
MGI:109254	Gzmf	granzyme F	MCSP-3|granzyme G|Ctla7|CCP4|CTL serine protease 3|Ctla-7
MGI:109253	Gzmg	granzyme G	Ctla-7|Ctla7
MGI:99549	Gzmm	granzyme M (lymphocyte met-ase 1)	Lmet1
MGI:2675494	Gzmn	granzyme N	GrN
MGI:95882	H1	histocompatibility 1	H-1
MGI:95883	H10	histocompatibility 10	H-10
MGI:95884	H11	histocompatibility 11	H-11
MGI:95885	H12	histocompatibility 12	H-12
MGI:95886	H13	histocompatibility 13	4930443L17Rik|Spp|H-13|5031424B04Rik|1200006O09Rik
MGI:95887	H15	histocompatibility 15	H-15
MGI:2152172	H1518Sp6	DNA segment, H1518Sp6	H15/18 Sp6
MGI:2152171	H1518T7	DNA segment, H1518T7	H15/18 T7
MGI:95888	H16	histocompatibility 16	H-16
MGI:95889	H17	histocompatibility 17	H-17
MGI:95890	H18	histocompatibility 18	H-18
MGI:95892	H19h	histocompatibility 19	H-19
MGI:3828257	H19os	H19, imprinted maternally expressed transcript, opposite strand	91H
MGI:95893	H1f0	H1 histone family, member 0	D130017D06Rik|H1fv
MGI:1917319	H1fnt	H1 histone family, member N, testis-specific	1700026P10Rik|H1T2
MGI:2176207	H1foo	H1 histone family, member O, oocyte-specific	H1oo
MGI:2685307	H1fx	H1 histone family, member X	LOC243529|H1X
MGI:95894	H2	histocompatibility-2, MHC	H-2|MHC-II
MGI:95967	H20	histocompatibility 20	H-20
MGI:95968	H21	histocompatibility 21	H-21
MGI:95969	H22	histocompatibility 22	H-22
MGI:95970	H23	histocompatibility 23	H-23
MGI:95971	H24	histocompatibility 24	H-24
MGI:95972	H25	histocompatibility 25	H-25
MGI:95973	H26	histocompatibility 26	H-26
MGI:95974	H27	histocompatibility 27	H-27
MGI:95976	H29	histocompatibility 29	H-29
MGI:95895	H2-Aa	histocompatibility 2, class II antigen A, alpha	Ia-1|A alpha|Ia1|Aalpha|H-2Aa|I-Aalpha
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	IAb|H2-Ab|Ia2|I-A<b>|A beta|Abeta|Rmcs1|Ia-2|I-Abeta|H-2Ab
MGI:3642445	H2afb1	H2A histone family member B2	H2A.Bbd1|Gm14920|ENSMUSG00000067441
MGI:3644980	H2afb2	H2A histone family, member B2	H2A.Bbd4|H2afb2-ps|EG624153
MGI:3644875	H2afb3	H2A histone family, member B3	H2afb3-ps|EG624957|H2A.Bbd3
MGI:3783096	H2af-ps	H2A histone family, pseudogene	Gm15652
MGI:1924855	H2afv	H2A histone family, member V	C530002L11Rik
MGI:102688	H2afx	H2A histone family, member X	Hist5-2ax|gammaH2ax|H2ax|H2A.X
MGI:1349392	H2afy	H2A histone family, member Y	MACROH2A1.2|mH2a1|macroH2A1|H2AF12M
MGI:3037658	H2afy2	H2A histone family, member Y2	macroH2A2
MGI:1888388	H2afz	H2A histone family, member Z	H2A.Z
MGI:3714114	H2al1a	H2A histone family member L1A	Gm14483
MGI:3650131	H2al1b	H2A histone family member L1B	Gm14474
MGI:3711280	H2al1c	H2A histone family member L1C	Gm14477
MGI:3710419	H2al1d	H2A histone family member L1D	ENSMUSG00000073284|Gm14476
MGI:3649617	H2al1e	H2A histone family member L1E	Gm14484
MGI:3649874	H2al1f	H2A histone family member L1F	Gm14479
