## FlyBase Gene Snapshot Report
## Generated: Fri Jan 27 16:03:04 2017
## Using datasource: dbi:Pg:dbname=fb_2017_01_reporting;host=flysql15;port=5432...
##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0033204	CG2065	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033203	CG2070	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033202	CG1339	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033199	CG17985	-		In progress.
FBgn0033196	CG1358	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033195	CG1360	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033194	Vps13	Vacuolar protein sorting 13		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033192	Corin	Corin		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033191	CG1598	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033190	CG2137	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033188	Drat	Death resistor Adh domain containing target		Death resistor Adh domain containing target (Drat) is a member of the zinc-dependent ADH-like family that is an effector of ethanol-induced apoptosis.
FBgn0033187	PIG-G	Phosphatidylinositol glycan anchor biosynthesis class G		In progress.
FBgn0033186	CG1602	-		In progress.
FBgn0034219	mthl4	methuselah-like 4		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034218	CG18467	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034217	Lhr	Lethal hybrid rescue		Lethal hybrid rescue is required to repress transposable element and satellite DNA expression. It also has a gain-of-function phenotype of causing lethality in F1 male hybrids between D. melanogaster and D. simulans.
FBgn0034215	Mtap	Methylthioadenosine phosphorylase		In progress.
FBgn0034214	CG6550	-		In progress.
FBgn0034210	CG6568	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034206	CG18469	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034205	CG10950	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034204	CG10953	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034202	CG17287	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034201	CG17290	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034200	Gbp2	Growth-blocking peptide 2		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034199	Gbp1	Growth-blocking peptide 1		In progress.
FBgn0034198	CG11400	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034197	Cda9	Chitin deacetylase-like 9		In progress.
FBgn0034196	CG15605	-		In progress.
FBgn0034195	Spn53F	Serpin 53F		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034194	CG15611	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034191	CG6984	-		In progress.
FBgn0034187	CG6967	-		In progress.
FBgn0034186	CG8950	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034184	CG9646	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034183	SmydA-6	SET and MYND domain containing, arthropod-specific, member 6		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034182	SmydA-7	SET and MYND domain containing, arthropod-specific, member 7		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034181	CG8963	-		In progress.
FBgn0034180	Ehbp1	Eps15 homology domain containing protein-binding protein 1		In progress.
FBgn0034179	CG6805	-		In progress.
FBgn0034177	AsnRS-m	Asparaginyl-tRNA synthetase, mitochondrial		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034176	ste24a	prenyl protease type I		Ste24a prenyl protease type I (Ste24a), along with ste24b and ste24c, are paralogous (tandemly duplicated) type I prenyl proteases. Ste24a function, the most highly conserved of the three, is unknown.
FBgn0034175	ste24b	ste24b prenyl protease type I		Ste24b prenyl protease type I (Ste24b), along with ste24a and ste24c, are paralogous (tandemly duplicated) type I prenyl proteases. Ste24b plays an essential role in the male germline.
FBgn0034173	CG9010	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034172	CG6665	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034168	CG15614	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034166	CG6472	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034165	CG6435	-		In progress.
FBgn0034162	CG6426	-		In progress.
FBgn0034160	CG5550	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034159	CG15615	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034158	CG5522	-		In progress.
FBgn0034157	resilin	resilin		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034156	CG5348	-		In progress.
FBgn0034154	CG5267	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034153	Acp53C14b	Accessory gland protein 53C14b		In progress.
FBgn0034152	Acp53C14a	Accessory gland protein 53C14a		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034151	CG15617	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034145	CG5065	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034144	CG5089	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034143	CG8303	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034142	CG8306	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034141	CG8311	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034140	Lst	Limostatin		Limostatin (Lst) is a peptide hormone produced by endocrine corpora cardiaca cells during starvation. Lst suppresses insulin production and secretion from insulin-producing cells by signaling through the G-protein coupled receptor PK1-R.
FBgn0034139	CG4927	-		In progress.
FBgn0034138	RpS15	Ribosomal protein S15		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034137	CG4945	-		In progress.
FBgn0034136	DAT	Dopamine transporter		Dopamine transporter is a dopamine transporter that mediates uptake of dopamine from the synaptic cleft. Its loss increases extracellular dopamine and is associated with behavioral phenotypes including increased activity and decreased sleep.
FBgn0034135	Syn2	Syntrophin-like 2		In progress.
FBgn0034133	CG7813	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034132	S-Lap8	Sperm-Leucylaminopeptidase 8		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034131	CG15712	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034129	CG15925	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034128	CG4409	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034127	CG7848	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034126	jtb	jetboil		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034122	CG15711	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034121	CG6262	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034120	CG15710	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034118	Nup62	Nucleoporin 62kD		In progress.
FBgn0034117	CG7997	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034114	CG4282	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034113	CG8060	-		In progress.
FBgn0034110	Atg9	Autophagy-related 9		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034109	CG7747	-		In progress.
FBgn0034106	CG9068	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034105	CG7755	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034104	CG15705	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034103	prim	primacord		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034099	CG15708	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034098	krimp	krimper		In progress.
FBgn0034097	CG3687	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034096	CG7786	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034095	CG15701	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034094	Tsf3	Transferrin 3		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034093	CG15706	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034092	CG7798	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034091	mrj	mrj		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034087	clu	clueless		Clueless (Clu) is a cytoplasmic ribonucleoprotein that is required for mitochondrial function. Clu functions in part with protein complexes at the outer mitochondrial membrane, such as the ribosome, the translocase complex TOM and the mitophagy proteins park and Pink1. Loss of Clu causes mitochondrial oxidative damage, decreased ATP and lethality.
FBgn0034086	CG8441	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034085	Ptp52F	Protein tyrosine phosphatase 52F		Protein tyrosine phosphatase 52F (Ptp52F) is a transmembrane receptor tyrosine phosphatase (RPTP). It genetically interacts with the other RPTP genes and its mutants have motor axon defects. Ptp52F regulates Tartan signaling in embryonic SNa motor neurons.
FBgn0034084	CG8435	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034083	lbk	lambik		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034082	CG10734	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034081	CG10731	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034076	Jhedup	Juvenile hormone esterase duplication		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034075	Asph	Aspartyl beta-hydroxylase		In progress.
FBgn0034073	CG8414	-		In progress.
FBgn0034072	Dg	Dystroglycan		Dystroglycan is a major non-integrin ECM receptor that connects the extracellular matrix to the actin cytoskeleton. It regulates animal survival and temperature preference, muscle integrity, myotendinous and neuromuscular junction formation and function, nervous system development, axon pathfinding, rhabdomere differentiation, neuronal stem cell division and epithelial polarity.
FBgn0034071	CG8405	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034070	SP2353	SP2353		SP2353 is a EGF-like- and LamininG-domain-containing protein. It interacts genetically with the extracellular matrix receptor Dg. It regulates muscle homeostasis, rhabdomere differentiation and innate immune response.
FBgn0034069	CG8401	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034068	casp	caspar		Caspar inhibits the immune deficiency pathway, but not the Toll pathway, by blocking Dredd-dependent cleavage and nuclear translocation of Rel.
FBgn0034067	CG8399	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034066	CG8397	-		In progress.
FBgn0034065	Rrp42	Rrp42		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034063	CG8389	-		In progress.
FBgn0034062	CG8388	-		In progress.
FBgn0034061	Ufc1	Ubiquitin-fold modifier conjugating enzyme 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034060	CG8370	-		In progress.
FBgn0034059	CG8320	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034058	Pex11	Peroxin 11		In progress.
FBgn0034057	CG8314	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034054	CG8366	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034053	Cyp4aa1	Cyp4aa1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034052	CG8299	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034051	Mlf	Myelodysplasia/myeloid leukemia factor		In progress.
FBgn0034050	bug	bunker gear		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034049	bdg	bedraggled		In progress.
FBgn0034047	CG12970	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034046	tun	tungus		In progress.
FBgn0034045	CG8249	-		In progress.
FBgn0034035	CG8207	-		In progress.
FBgn0034033	CG8204	-		In progress.
FBgn0034032	CG8195	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034031	CG12963	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034030	CG8192	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034029	eIF2Bgamma	eukaryotic translation initiation factor 2B subunit gamma		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034027	CG8187	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034025	GalNAc-T1	GalNAc-T1		In progress.
FBgn0034023	Ir52a	Ionotropic receptor 52a		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034022	CG12964	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034021	CG8180	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034013	unc-5	unc-5		In progress.
FBgn0034012	Hr51	Hormone receptor 51		In progress.
FBgn0034011	CG8160	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034010	CG8157	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034009	CG8155	-		CG8155 is a Rab GTPase activator of the Rab signaling pathway. It's involved in border follicle cell migration, regulation of GTPase activity, intracellular trafficking of vesicles and determination of lifespan.
FBgn0034008	CG8152	-		In progress.
FBgn0034007	ND-51L2	NADH dehydrogenase (ubiquinone) 51 kDa subunit-like 2		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034005	ItgaPS4	Integrin alphaPS4 subunit		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034002	CG8079	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034001	mRpL41	mitochondrial ribosomal protein L41		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0034000	CG11808	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033999	CG8093	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033998	row	relative of woc		In progress.
FBgn0033996	CG11807	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033995	GPHR	Golgi pH Regulator		Golgi pH Regulator is an anion channel that regulates Golgi luminal pH. It is expressed in both ER and Golgi apparatus and is necessary for proper function of the secretory pathway.
FBgn0033994	CG7544	-		In progress.
FBgn0033993	CG8089	-		In progress.
FBgn0033990	CG10265	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033989	CG7639	-		In progress.
FBgn0033988	pcs	parcas		In progress.
FBgn0033987	ckn	caskin		In progress.
FBgn0033985	CG10257	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033984	Lap1	Lap1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033983	ADPS	Alkyldihydroxyacetonephosphate synthase		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033982	Cyp317a1	Cyp317a1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033981	Cyp6a21	Cyp6a21		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0033980	Cyp6a20	Cyp6a20		Cyp6a20 may function to degrade aggression-promoting pheromones based on indirect observations such as its expression pattern and the increased aggressive behavior shown in Cyp6a20 mutants.
FBgn0033979	Cyp6a19	Cyp6a19		In progress.
FBgn0033978	Cyp6a23	Cyp6a23		In progress.
FBgn0033973	HPS1	Hermansky-Pudlak Syndrome 1		In progress.
